CHROM	pos	WEIGHTED_FST	GROUP	POS
15	3675000	0.0416796	group_3	3.675
15	3750000	0.199739	group_3	3.75
15	3825000	0.278103	group_3	3.825
15	3900000	0.240802	group_3	3.9
15	3975000	0.299191	group_3	3.975
15	4050000	0.283953	group_3	4.05
15	4125000	0.34909	group_3	4.125
15	4200000	0.396266	group_3	4.2
15	4275000	0.381023	group_3	4.275
15	4350000	0.324073	group_3	4.35
15	4425000	0.20972	group_3	4.425
15	4500000	0.117434	group_3	4.5
15	4575000	0.105539	group_3	4.575
15	4650000	0.097814	group_3	4.65
15	4725000	0.0433642	group_3	4.725
15	4800000	0.0377021	group_3	4.8
15	4875000	0.0433096	group_3	4.875
15	4950000	0.030682	group_3	4.95
15	5025000	0.0330598	group_3	5.025
15	5100000	0.0337815	group_3	5.1
15	5175000	0.0285579	group_3	5.175
15	5250000	0.0210789	group_3	5.25
15	5325000	0.0183694	group_3	5.325
15	5400000	0.0178225	group_3	5.4
15	5475000	0.0222933	group_3	5.475
15	5550000	0.0295731	group_3	5.55
15	5625000	0.0365302	group_3	5.625
15	5700000	0.0446187	group_3	5.7
15	5775000	0.0317449	group_3	5.775
15	5850000	0.0214108	group_3	5.85
15	5925000	0.0205313	group_3	5.925
15	6e+06	0.0166841	group_3	6
15	2025000	0.0391126	group_4	2.025
15	2100000	0.0396242	group_4	2.1
15	2175000	0.0347261	group_4	2.175
15	2250000	0.0192921	group_4	2.25
15	2325000	0.0172687	group_4	2.325
15	2400000	0.0315505	group_4	2.4
15	2475000	0.0365955	group_4	2.475
15	2550000	0.0289602	group_4	2.55
15	2625000	0.0343462	group_4	2.625
15	2700000	0.0498861	group_4	2.7
15	2775000	0.0568621	group_4	2.775
15	2850000	0.0403552	group_4	2.85
15	2925000	0.018297	group_4	2.925
15	3e+06	0.0185735	group_4	3
15	3075000	0.0216338	group_4	3.075
15	3150000	0.0392105	group_4	3.15
15	3225000	0.059954	group_4	3.225
15	3300000	0.0349072	group_4	3.3
15	3375000	0.00757494	group_4	3.375
15	3450000	0.0124124	group_4	3.45
15	3525000	0.0301164	group_4	3.525
15	3600000	0.0464282	group_4	3.6
15	3675000	0.0537142	group_4	3.675
15	3750000	0.173406	group_4	3.75
15	3825000	0.254726	group_4	3.825
15	3900000	0.247269	group_4	3.9
15	3975000	0.331123	group_4	3.975
15	4050000	0.337019	group_4	4.05
15	4125000	0.39596	group_4	4.125
15	4200000	0.416395	group_4	4.2
15	4275000	0.364156	group_4	4.275
15	4350000	0.299449	group_4	4.35
15	4425000	0.182727	group_4	4.425
15	4500000	0.0931178	group_4	4.5
15	4575000	0.0996384	group_4	4.575
15	4650000	0.0898115	group_4	4.65
15	4725000	0.0350388	group_4	4.725
15	4800000	0.0262723	group_4	4.8
15	4875000	0.0316612	group_4	4.875
15	4950000	0.0244676	group_4	4.95
15	5025000	0.02071	group_4	5.025
15	5100000	0.0172059	group_4	5.1
15	5175000	0.015713	group_4	5.175
15	5250000	0.0166196	group_4	5.25
15	5325000	0.0178348	group_4	5.325
15	5400000	0.0175866	group_4	5.4
15	5475000	0.015872	group_4	5.475
15	5550000	0.0171665	group_4	5.55
15	5625000	0.0231625	group_4	5.625
15	5700000	0.0424008	group_4	5.7
15	5775000	0.036479	group_4	5.775
15	5850000	0.0100565	group_4	5.85
15	5925000	0.0119587	group_4	5.925
15	6e+06	0.0112721	group_4	6
15	2025000	0.0215828	group_5	2.025
15	2100000	0.0246934	group_5	2.1
15	2175000	0.0205789	group_5	2.175
15	2250000	0.0122274	group_5	2.25
15	2325000	0.00549998	group_5	2.325
15	2400000	0.0125995	group_5	2.4
15	2475000	0.0194274	group_5	2.475
15	2550000	0.0158063	group_5	2.55
15	2625000	0.0158503	group_5	2.625
15	2700000	0.0250772	group_5	2.7
15	2775000	0.0332212	group_5	2.775
15	2850000	0.0246862	group_5	2.85
15	2925000	0.0109236	group_5	2.925
15	3e+06	0.010193	group_5	3
15	3075000	0.00799167	group_5	3.075
15	3150000	0.011891	group_5	3.15
15	3225000	0.0217618	group_5	3.225
15	3300000	0.0144425	group_5	3.3
15	3375000	0.00887957	group_5	3.375
15	3450000	0.0104602	group_5	3.45
15	3525000	0.020994	group_5	3.525
15	3600000	0.0415196	group_5	3.6
15	3675000	0.0459693	group_5	3.675
15	3750000	0.167247	group_5	3.75
15	3825000	0.265821	group_5	3.825
15	3900000	0.26957	group_5	3.9
15	3975000	0.356724	group_5	3.975
15	4050000	0.365012	group_5	4.05
15	4125000	0.425146	group_5	4.125
15	4200000	0.447022	group_5	4.2
15	4275000	0.385187	group_5	4.275
15	4350000	0.317777	group_5	4.35
15	4425000	0.212587	group_5	4.425
15	4500000	0.0919991	group_5	4.5
15	4575000	0.0696451	group_5	4.575
15	4650000	0.0638385	group_5	4.65
15	4725000	0.0316658	group_5	4.725
15	4800000	0.0237539	group_5	4.8
15	4875000	0.0229153	group_5	4.875
15	4950000	0.0180065	group_5	4.95
15	5025000	0.0182709	group_5	5.025
15	5100000	0.0112931	group_5	5.1
15	5175000	0.00672517	group_5	5.175
15	5250000	0.00650829	group_5	5.25
15	5325000	0.00704123	group_5	5.325
15	5400000	0.0120289	group_5	5.4
15	5475000	0.0116173	group_5	5.475
15	5550000	0.0112881	group_5	5.55
15	5625000	0.0119847	group_5	5.625
15	5700000	0.0199264	group_5	5.7
15	5775000	0.0166743	group_5	5.775
15	5850000	0.00713753	group_5	5.85
15	5925000	0.00690867	group_5	5.925
15	6e+06	0.00375703	group_5	6
15	2025000	0.0244119	group_6	2.025
15	2100000	0.0413992	group_6	2.1
15	2175000	0.0449461	group_6	2.175
15	2250000	0.0295207	group_6	2.25
15	2325000	0.00720673	group_6	2.325
15	2400000	0.0318285	group_6	2.4
15	2475000	0.040831	group_6	2.475
15	2550000	0.0317712	group_6	2.55
15	2625000	0.0454413	group_6	2.625
15	2700000	0.0449525	group_6	2.7
15	2775000	0.0290393	group_6	2.775
15	2850000	0.0218213	group_6	2.85
15	2925000	0.0242479	group_6	2.925
15	3e+06	0.0288091	group_6	3
15	3075000	0.0391364	group_6	3.075
15	3150000	0.0541949	group_6	3.15
15	3225000	0.0519655	group_6	3.225
15	3300000	0.0237788	group_6	3.3
15	3375000	0.0325761	group_6	3.375
15	3450000	0.0259406	group_6	3.45
15	3525000	0.0103164	group_6	3.525
15	3600000	0.0419203	group_6	3.6
15	3675000	0.0449167	group_6	3.675
15	3750000	0.143324	group_6	3.75
15	3825000	0.271915	group_6	3.825
15	3900000	0.313769	group_6	3.9
15	3975000	0.39797	group_6	3.975
15	4050000	0.40745	group_6	4.05
15	4125000	0.466027	group_6	4.125
15	4200000	0.489116	group_6	4.2
15	4275000	0.403055	group_6	4.275
15	4350000	0.340091	group_6	4.35
15	4425000	0.274801	group_6	4.425
15	4500000	0.0903918	group_6	4.5
15	4575000	0.0276841	group_6	4.575
15	4650000	0.0380936	group_6	4.65
15	4725000	0.0468943	group_6	4.725
15	4800000	0.0315702	group_6	4.8
15	4875000	0.0168682	group_6	4.875
15	4950000	0.0175287	group_6	4.95
15	5025000	0.016467	group_6	5.025
15	5100000	0.0111672	group_6	5.1
15	5175000	0.00825119	group_6	5.175
15	5250000	0.00627838	group_6	5.25
15	5325000	0.00329476	group_6	5.325
15	5400000	0.012522	group_6	5.4
15	5475000	0.0154785	group_6	5.475
15	5550000	0.01783	group_6	5.55
15	5625000	0.0129657	group_6	5.625
15	5700000	0.00389663	group_6	5.7
15	5775000	0.00406731	group_6	5.775
15	5850000	0.00175964	group_6	5.85
15	5925000	0.00524047	group_6	5.925
15	6e+06	0.00877083	group_6	6
15	2025000	0.0124337	group_7	2.025
15	2100000	0.0250784	group_7	2.1
15	2175000	0.0167803	group_7	2.175
15	2250000	0.00245736	group_7	2.25
15	2325000	0.00241258	group_7	2.325
15	2400000	0.00764135	group_7	2.4
15	2475000	-0.000393819	group_7	2.475
15	2550000	-0.00831089	group_7	2.55
15	2625000	-0.010856	group_7	2.625
15	2700000	0.00113868	group_7	2.7
15	2775000	0.0118018	group_7	2.775
15	2850000	0.0134762	group_7	2.85
15	2925000	0.00500633	group_7	2.925
15	3e+06	-0.00182948	group_7	3
15	3075000	0.0043389	group_7	3.075
15	3150000	0.0157529	group_7	3.15
15	3225000	0.0273021	group_7	3.225
15	3300000	0.0317665	group_7	3.3
15	3375000	0.0168528	group_7	3.375
15	3450000	0.0206801	group_7	3.45
15	3525000	0.0492629	group_7	3.525
15	3600000	0.0430756	group_7	3.6
15	3675000	0.0315044	group_7	3.675
15	3750000	0.143279	group_7	3.75
15	3825000	0.238544	group_7	3.825
15	3900000	0.256574	group_7	3.9
15	3975000	0.293518	group_7	3.975
15	4050000	0.241489	group_7	4.05
15	4125000	0.28684	group_7	4.125
15	4200000	0.315604	group_7	4.2
15	4275000	0.279123	group_7	4.275
15	4350000	0.272706	group_7	4.35
15	4425000	0.225647	group_7	4.425
15	4500000	0.0795824	group_7	4.5
15	4575000	0.0525593	group_7	4.575
15	4650000	0.0665968	group_7	4.65
15	4725000	0.0612807	group_7	4.725
15	4800000	0.0400252	group_7	4.8
15	4875000	0.0258099	group_7	4.875
15	4950000	0.0213568	group_7	4.95
15	5025000	0.0040382	group_7	5.025
15	5100000	0.00854108	group_7	5.1
15	5175000	0.0146201	group_7	5.175
15	5250000	0.0132173	group_7	5.25
15	5325000	0.00682037	group_7	5.325
15	5400000	0.0380926	group_7	5.4
15	5475000	0.0135304	group_7	5.475
15	5550000	-0.000133923	group_7	5.55
15	5625000	-0.00186214	group_7	5.625
15	5700000	0.00203913	group_7	5.7
15	5775000	0.00899125	group_7	5.775
15	5850000	0.0125216	group_7	5.85
15	5925000	0.0114195	group_7	5.925
15	6e+06	0.00283099	group_7	6
15	2025000	0.0157491	group_8	2.025
15	2100000	0.0200771	group_8	2.1
15	2175000	0.0303899	group_8	2.175
15	2250000	0.0410394	group_8	2.25
15	2325000	0.00783692	group_8	2.325
15	2400000	0.0212758	group_8	2.4
15	2475000	0.0242403	group_8	2.475
15	2550000	0.00711967	group_8	2.55
15	2625000	0.0130567	group_8	2.625
15	2700000	0.0194789	group_8	2.7
15	2775000	0.0118279	group_8	2.775
15	2850000	0.010603	group_8	2.85
15	2925000	0.0117572	group_8	2.925
15	3e+06	0.0147698	group_8	3
15	3075000	0.0279673	group_8	3.075
15	3150000	0.0370923	group_8	3.15
15	3225000	0.0299339	group_8	3.225
15	3300000	0.0162243	group_8	3.3
15	3375000	0.0190413	group_8	3.375
15	3450000	0.0215349	group_8	3.45
15	3525000	0.0279538	group_8	3.525
15	3600000	0.0442872	group_8	3.6
15	3675000	0.0473556	group_8	3.675
15	3750000	0.120607	group_8	3.75
15	3825000	0.223277	group_8	3.825
15	3900000	0.273413	group_8	3.9
15	3975000	0.334026	group_8	3.975
15	4050000	0.306533	group_8	4.05
15	4125000	0.345473	group_8	4.125
15	4200000	0.342293	group_8	4.2
15	4275000	0.251929	group_8	4.275
15	4350000	0.234892	group_8	4.35
15	4425000	0.203703	group_8	4.425
15	4500000	0.0702874	group_8	4.5
15	4575000	0.0582798	group_8	4.575
15	4650000	0.0701417	group_8	4.65
15	4725000	0.0454266	group_8	4.725
15	4800000	0.0268398	group_8	4.8
15	4875000	0.0188969	group_8	4.875
15	4950000	0.0113467	group_8	4.95
15	5025000	0.000394248	group_8	5.025
15	5100000	0.00780829	group_8	5.1
15	5175000	0.0217391	group_8	5.175
15	5250000	0.0333382	group_8	5.25
15	5325000	0.0368641	group_8	5.325
15	5400000	0.0403634	group_8	5.4
15	5475000	0.017382	group_8	5.475
15	5550000	0.00516336	group_8	5.55
15	5625000	0.00142234	group_8	5.625
15	5700000	0.000432757	group_8	5.7
15	5775000	0.00933728	group_8	5.775
15	5850000	0.00582496	group_8	5.85
15	5925000	0.00662334	group_8	5.925
15	6e+06	0.00992873	group_8	6
15	2025000	0.00538358	group_9	2.025
15	2100000	0.00490687	group_9	2.1
15	2175000	0.0214124	group_9	2.175
15	2250000	0.0275904	group_9	2.25
15	2325000	0.0015794	group_9	2.325
15	2400000	0.0330172	group_9	2.4
15	2475000	0.0695494	group_9	2.475
15	2550000	0.0527615	group_9	2.55
15	2625000	0.0587367	group_9	2.625
15	2700000	0.0768616	group_9	2.7
15	2775000	0.0704013	group_9	2.775
15	2850000	0.0502293	group_9	2.85
15	2925000	0.0415107	group_9	2.925
15	3e+06	0.0362636	group_9	3
15	3075000	0.035829	group_9	3.075
15	3150000	0.0314962	group_9	3.15
15	3225000	0.0201559	group_9	3.225
15	3300000	0.00691872	group_9	3.3
15	3375000	0.00844449	group_9	3.375
15	3450000	0.0139031	group_9	3.45
15	3525000	0.0254914	group_9	3.525
15	3600000	0.0128951	group_9	3.6
15	3675000	-0.0033594	group_9	3.675
15	3750000	-0.00535875	group_9	3.75
15	3825000	-0.00123191	group_9	3.825
15	3900000	0.00460588	group_9	3.9
15	3975000	0.0214556	group_9	3.975
15	4050000	0.0539931	group_9	4.05
15	4125000	0.0796665	group_9	4.125
15	4200000	0.0801588	group_9	4.2
15	4275000	0.0340312	group_9	4.275
15	4350000	0.0108002	group_9	4.35
15	4425000	0.00867826	group_9	4.425
15	4500000	0.00608431	group_9	4.5
15	4575000	0.0193616	group_9	4.575
15	4650000	0.0286803	group_9	4.65
15	4725000	0.0167357	group_9	4.725
15	4800000	0.0114052	group_9	4.8
15	4875000	0.0105653	group_9	4.875
15	4950000	0.0158891	group_9	4.95
15	5025000	0.0262073	group_9	5.025
15	5100000	0.0187966	group_9	5.1
15	5175000	0.00829725	group_9	5.175
15	5250000	0.00878882	group_9	5.25
15	5325000	0.0208564	group_9	5.325
15	5400000	0.0292288	group_9	5.4
15	5475000	0.0085783	group_9	5.475
15	5550000	0.00165167	group_9	5.55
15	5625000	0.00946868	group_9	5.625
15	5700000	0.00899542	group_9	5.7
15	5775000	0.000656549	group_9	5.775
15	5850000	0.00203471	group_9	5.85
15	5925000	0.000533514	group_9	5.925
15	6e+06	0.00301968	group_9	6
15	2025000	0.00286566	group_10	2.025
15	2100000	0.0063294	group_10	2.1
15	2175000	0.00842404	group_10	2.175
15	2250000	0.00583345	group_10	2.25
15	2325000	0.00819657	group_10	2.325
15	2400000	0.00292833	group_10	2.4
15	2475000	0.00378005	group_10	2.475
15	2550000	0.0103181	group_10	2.55
15	2625000	0.0098608	group_10	2.625
15	2700000	0.00433086	group_10	2.7
15	2775000	0.00284899	group_10	2.775
15	2850000	-0.00147863	group_10	2.85
15	2925000	-0.00204989	group_10	2.925
15	3e+06	-0.00230458	group_10	3
15	3075000	-0.0038259	group_10	3.075
15	3150000	-0.00265634	group_10	3.15
15	3225000	-0.00203527	group_10	3.225
15	3300000	-0.00370063	group_10	3.3
15	3375000	-0.000374963	group_10	3.375
15	3450000	0.00440536	group_10	3.45
15	3525000	0.00924333	group_10	3.525
15	3600000	0.00280064	group_10	3.6
15	3675000	-0.00245441	group_10	3.675
15	3750000	0.000977747	group_10	3.75
15	3825000	0.0040498	group_10	3.825
15	3900000	0.00387737	group_10	3.9
15	3975000	0.0151221	group_10	3.975
15	4050000	0.0320004	group_10	4.05
15	4125000	0.0469252	group_10	4.125
15	4200000	0.0634412	group_10	4.2
15	4275000	0.047903	group_10	4.275
15	4350000	0.0256165	group_10	4.35
15	4425000	0.0237061	group_10	4.425
15	4500000	0.0137735	group_10	4.5
15	4575000	0.0135885	group_10	4.575
15	4650000	0.0159266	group_10	4.65
15	4725000	0.00749892	group_10	4.725
15	4800000	0.0129929	group_10	4.8
15	4875000	0.0112416	group_10	4.875
15	4950000	0.00987791	group_10	4.95
15	5025000	0.0228502	group_10	5.025
15	5100000	0.0109227	group_10	5.1
15	5175000	0.00650333	group_10	5.175
15	5250000	0.00947955	group_10	5.25
15	5325000	0.0104682	group_10	5.325
15	5400000	0.0206097	group_10	5.4
15	5475000	0.00965887	group_10	5.475
15	5550000	0.00595969	group_10	5.55
15	5625000	0.00646561	group_10	5.625
15	5700000	0.00211786	group_10	5.7
15	5775000	-0.00266833	group_10	5.775
15	5850000	-0.00229878	group_10	5.85
15	5925000	-0.00124961	group_10	5.925
15	6e+06	-3.44355e-05	group_10	6
15	2025000	0.000576706	group_11	2.025
15	2100000	0.00341004	group_11	2.1
15	2175000	0.0335222	group_11	2.175
15	2250000	0.0547417	group_11	2.25
15	2325000	0.00814334	group_11	2.325
15	2400000	0.0293719	group_11	2.4
15	2475000	0.0446366	group_11	2.475
15	2550000	0.019059	group_11	2.55
15	2625000	0.0207195	group_11	2.625
15	2700000	0.0450073	group_11	2.7
15	2775000	0.0447149	group_11	2.775
15	2850000	0.0350663	group_11	2.85
15	2925000	0.0258569	group_11	2.925
15	3e+06	0.0175955	group_11	3
15	3075000	0.0196671	group_11	3.075
15	3150000	0.0157482	group_11	3.15
15	3225000	0.00738566	group_11	3.225
15	3300000	0.000617736	group_11	3.3
15	3375000	0.00510407	group_11	3.375
15	3450000	0.00242042	group_11	3.45
15	3525000	-0.00394408	group_11	3.525
15	3600000	-0.00396019	group_11	3.6
15	3675000	-0.00721854	group_11	3.675
15	3750000	-0.0062792	group_11	3.75
15	3825000	-0.00294206	group_11	3.825
15	3900000	-0.00497014	group_11	3.9
15	3975000	-0.00492426	group_11	3.975
15	4050000	-0.00567602	group_11	4.05
15	4125000	-0.00200619	group_11	4.125
15	4200000	-0.00012941	group_11	4.2
15	4275000	0.00801743	group_11	4.275
15	4350000	0.0170334	group_11	4.35
15	4425000	0.00982731	group_11	4.425
15	4500000	0.00142966	group_11	4.5
15	4575000	-0.00283646	group_11	4.575
15	4650000	0.000531429	group_11	4.65
15	4725000	0.0025923	group_11	4.725
15	4800000	0.0052768	group_11	4.8
15	4875000	0.00576258	group_11	4.875
15	4950000	0.00403089	group_11	4.95
15	5025000	0.00801438	group_11	5.025
15	5100000	0.0112964	group_11	5.1
15	5175000	0.0137409	group_11	5.175
15	5250000	0.0208691	group_11	5.25
15	5325000	0.0313023	group_11	5.325
15	5400000	0.00152928	group_11	5.4
15	5475000	-0.000343396	group_11	5.475
15	5550000	-0.00254589	group_11	5.55
15	5625000	-0.00267737	group_11	5.625
15	5700000	-0.00148344	group_11	5.7
15	5775000	-0.0045334	group_11	5.775
15	5850000	-0.0031847	group_11	5.85
15	5925000	-0.00147758	group_11	5.925
15	6e+06	0.0032495	group_11	6
