CHROM	pos	WEIGHTED_FST	GROUP	POS
13	52500000	0.0222528	group_5	52.5
13	52575000	0.0208025	group_5	52.575
13	52650000	0.034663	group_5	52.65
13	52725000	0.0316123	group_5	52.725
13	52800000	0.0311086	group_5	52.8
13	52875000	0.0352187	group_5	52.875
13	52950000	0.0566136	group_5	52.95
13	53025000	0.0496921	group_5	53.025
13	53100000	0.00918666	group_5	53.1
13	53175000	0.0146955	group_5	53.175
13	53250000	0.0218539	group_5	53.25
13	53325000	0.0984256	group_5	53.325
13	53400000	0.0894315	group_5	53.4
13	53475000	0.0629582	group_5	53.475
13	53550000	0.0335717	group_5	53.55
13	53625000	0.0359554	group_5	53.625
13	53700000	0.0183557	group_5	53.7
13	53775000	0.0150408	group_5	53.775
13	53850000	0.0163829	group_5	53.85
13	53925000	0.026469	group_5	53.925
13	5.4e+07	0.0168266	group_5	54
13	50025000	0.0265631	group_6	50.025
13	50100000	0.0174912	group_6	50.1
13	50175000	0.0159445	group_6	50.175
13	50250000	0.0382121	group_6	50.25
13	50325000	0.0543274	group_6	50.325
13	50400000	0.0546156	group_6	50.4
13	50475000	0.0943746	group_6	50.475
13	50550000	0.186106	group_6	50.55
13	50625000	0.159093	group_6	50.625
13	50700000	0.0997242	group_6	50.7
13	50775000	0.0746697	group_6	50.775
13	50850000	0.0712965	group_6	50.85
13	50925000	0.08648	group_6	50.925
13	5.1e+07	0.0334537	group_6	51
13	51075000	0.00330411	group_6	51.075
13	51150000	0.219687	group_6	51.15
13	51225000	0.322496	group_6	51.225
13	51300000	0.339262	group_6	51.3
13	51375000	0.415822	group_6	51.375
13	51450000	0.399136	group_6	51.45
13	51525000	0.415977	group_6	51.525
13	51600000	0.466663	group_6	51.6
13	51675000	0.519393	group_6	51.675
13	51750000	0.603177	group_6	51.75
13	51825000	0.584522	group_6	51.825
13	51900000	0.45721	group_6	51.9
13	51975000	0.414579	group_6	51.975
13	52050000	0.281298	group_6	52.05
13	52125000	0.124854	group_6	52.125
13	52200000	0.0932795	group_6	52.2
13	52275000	0.135429	group_6	52.275
13	52350000	0.178243	group_6	52.35
13	52425000	0.107175	group_6	52.425
13	52500000	0.0352764	group_6	52.5
13	52575000	0.00680175	group_6	52.575
13	52650000	0.0347916	group_6	52.65
13	52725000	0.0330228	group_6	52.725
13	52800000	0.0204773	group_6	52.8
13	52875000	0.0169729	group_6	52.875
13	52950000	0.0174765	group_6	52.95
13	53025000	0.0206968	group_6	53.025
13	53100000	0.0157572	group_6	53.1
13	53175000	0.00820077	group_6	53.175
13	53250000	0.0098375	group_6	53.25
13	53325000	0.0117704	group_6	53.325
13	53400000	0.00761042	group_6	53.4
13	53475000	0.0294813	group_6	53.475
13	53550000	0.0406902	group_6	53.55
13	53625000	0.0298191	group_6	53.625
13	53700000	0.0147611	group_6	53.7
13	53775000	0.00962623	group_6	53.775
13	53850000	0.0150141	group_6	53.85
13	53925000	0.016713	group_6	53.925
13	5.4e+07	0.0131139	group_6	54
13	50025000	0.032804	group_7	50.025
13	50100000	-0.00124834	group_7	50.1
13	50175000	3.35673e-05	group_7	50.175
13	50250000	0.00587325	group_7	50.25
13	50325000	0.0108859	group_7	50.325
13	50400000	0.0136387	group_7	50.4
13	50475000	0.0430184	group_7	50.475
13	50550000	0.147821	group_7	50.55
13	50625000	0.137527	group_7	50.625
13	50700000	0.0655454	group_7	50.7
13	50775000	0.0274566	group_7	50.775
13	50850000	0.0189396	group_7	50.85
13	50925000	0.026398	group_7	50.925
13	5.1e+07	0.0192919	group_7	51
13	51075000	0.0152297	group_7	51.075
13	51150000	0.102564	group_7	51.15
13	51225000	0.150693	group_7	51.225
13	51300000	0.13119	group_7	51.3
13	51375000	0.115321	group_7	51.375
13	51450000	0.0991697	group_7	51.45
13	51525000	0.0630497	group_7	51.525
13	51600000	0.0926275	group_7	51.6
13	51675000	0.129022	group_7	51.675
13	51750000	0.166978	group_7	51.75
13	51825000	0.163406	group_7	51.825
13	51900000	0.112265	group_7	51.9
13	51975000	0.132092	group_7	51.975
13	52050000	0.0873937	group_7	52.05
13	52125000	0.0230373	group_7	52.125
13	52200000	0.0111664	group_7	52.2
13	52275000	0.0770734	group_7	52.275
13	52350000	0.146718	group_7	52.35
13	52425000	0.0956644	group_7	52.425
13	52500000	0.0457129	group_7	52.5
13	52575000	0.00985212	group_7	52.575
13	52650000	0.0103269	group_7	52.65
13	52725000	0.00300272	group_7	52.725
13	52800000	0.0042196	group_7	52.8
13	52875000	0.00383894	group_7	52.875
13	52950000	0.00797666	group_7	52.95
13	53025000	0.0141305	group_7	53.025
13	53100000	0.00593704	group_7	53.1
13	53175000	-0.000573671	group_7	53.175
13	53250000	-0.000895838	group_7	53.25
13	53325000	0.00856463	group_7	53.325
13	53400000	0.0128376	group_7	53.4
13	53475000	0.023841	group_7	53.475
13	53550000	0.0255429	group_7	53.55
13	53625000	0.0164322	group_7	53.625
13	53700000	0.0115805	group_7	53.7
13	53775000	0.0129585	group_7	53.775
13	53850000	0.0170768	group_7	53.85
13	53925000	0.00907137	group_7	53.925
13	5.4e+07	0.0062002	group_7	54
13	50025000	0.0294178	group_8	50.025
13	50100000	0.0147531	group_8	50.1
13	50175000	0.00954711	group_8	50.175
13	50250000	0.0172272	group_8	50.25
13	50325000	0.029362	group_8	50.325
13	50400000	0.0423529	group_8	50.4
13	50475000	0.0891344	group_8	50.475
13	50550000	0.19683	group_8	50.55
13	50625000	0.172653	group_8	50.625
13	50700000	0.0875103	group_8	50.7
13	50775000	0.060272	group_8	50.775
13	50850000	0.0607395	group_8	50.85
13	50925000	0.062079	group_8	50.925
13	5.1e+07	0.0268179	group_8	51
13	51075000	0.0124698	group_8	51.075
13	51150000	0.140791	group_8	51.15
13	51225000	0.195136	group_8	51.225
13	51300000	0.199006	group_8	51.3
13	51375000	0.242833	group_8	51.375
13	51450000	0.206046	group_8	51.45
13	51525000	0.193573	group_8	51.525
13	51600000	0.28972	group_8	51.6
13	51675000	0.382484	group_8	51.675
13	51750000	0.489153	group_8	51.75
13	51825000	0.501185	group_8	51.825
13	51900000	0.427527	group_8	51.9
13	51975000	0.315742	group_8	51.975
13	52050000	0.179965	group_8	52.05
13	52125000	0.076476	group_8	52.125
13	52200000	0.0608524	group_8	52.2
13	52275000	0.0606021	group_8	52.275
13	52350000	0.0826324	group_8	52.35
13	52425000	0.0607169	group_8	52.425
13	52500000	0.0263528	group_8	52.5
13	52575000	-0.001607	group_8	52.575
13	52650000	0.00424599	group_8	52.65
13	52725000	0.00458854	group_8	52.725
13	52800000	0.00786118	group_8	52.8
13	52875000	0.0104862	group_8	52.875
13	52950000	0.02016	group_8	52.95
13	53025000	0.0214022	group_8	53.025
13	53100000	0.00574301	group_8	53.1
13	53175000	-0.00362356	group_8	53.175
13	53250000	-0.00505703	group_8	53.25
13	53325000	-0.001108	group_8	53.325
13	53400000	0.0033618	group_8	53.4
13	53475000	0.042443	group_8	53.475
13	53550000	0.0716678	group_8	53.55
13	53625000	0.0396755	group_8	53.625
13	53700000	0.0100891	group_8	53.7
13	53775000	0.0178688	group_8	53.775
13	53850000	0.0285565	group_8	53.85
13	53925000	0.0161883	group_8	53.925
13	5.4e+07	0.0191259	group_8	54
13	50025000	0.0138201	group_9	50.025
13	50100000	0.000497732	group_9	50.1
13	50175000	0.00671567	group_9	50.175
13	50250000	0.020328	group_9	50.25
13	50325000	0.0298176	group_9	50.325
13	50400000	0.0188125	group_9	50.4
13	50475000	0.00494293	group_9	50.475
13	50550000	0.00407553	group_9	50.55
13	50625000	0.00740737	group_9	50.625
13	50700000	0.0145401	group_9	50.7
13	50775000	0.00784922	group_9	50.775
13	50850000	0.0106765	group_9	50.85
13	50925000	0.0140527	group_9	50.925
13	5.1e+07	0.00648006	group_9	51
13	51075000	0.0235629	group_9	51.075
13	51150000	0.0599953	group_9	51.15
13	51225000	0.0593765	group_9	51.225
13	51300000	0.0839121	group_9	51.3
13	51375000	0.164782	group_9	51.375
13	51450000	0.164451	group_9	51.45
13	51525000	0.234222	group_9	51.525
13	51600000	0.231793	group_9	51.6
13	51675000	0.23374	group_9	51.675
13	51750000	0.287916	group_9	51.75
13	51825000	0.274093	group_9	51.825
13	51900000	0.198571	group_9	51.9
13	51975000	0.142183	group_9	51.975
13	52050000	0.0702913	group_9	52.05
13	52125000	0.0277035	group_9	52.125
13	52200000	0.0203265	group_9	52.2
13	52275000	0.00723625	group_9	52.275
13	52350000	0.0080159	group_9	52.35
13	52425000	0.00829875	group_9	52.425
13	52500000	0.0185138	group_9	52.5
13	52575000	0.0104527	group_9	52.575
13	52650000	0.0371512	group_9	52.65
13	52725000	0.0398805	group_9	52.725
13	52800000	0.0197012	group_9	52.8
13	52875000	0.0105145	group_9	52.875
13	52950000	0.00282489	group_9	52.95
13	53025000	-0.00103863	group_9	53.025
13	53100000	0.0129538	group_9	53.1
13	53175000	0.0277328	group_9	53.175
13	53250000	0.0229211	group_9	53.25
13	53325000	0.00811291	group_9	53.325
13	53400000	0.00707317	group_9	53.4
13	53475000	0.00374298	group_9	53.475
13	53550000	-0.00192027	group_9	53.55
13	53625000	0.00977298	group_9	53.625
13	53700000	0.0117125	group_9	53.7
13	53775000	0.00889644	group_9	53.775
13	53850000	0.0129223	group_9	53.85
13	53925000	0.00639274	group_9	53.925
13	5.4e+07	0.00832091	group_9	54
13	50025000	0.00253974	group_10	50.025
13	50100000	0.0129047	group_10	50.1
13	50175000	0.0105503	group_10	50.175
13	50250000	0.00271424	group_10	50.25
13	50325000	0.000328004	group_10	50.325
13	50400000	0.00752588	group_10	50.4
13	50475000	0.0137952	group_10	50.475
13	50550000	0.00188648	group_10	50.55
13	50625000	-0.00099988	group_10	50.625
13	50700000	0.00119817	group_10	50.7
13	50775000	0.00169008	group_10	50.775
13	50850000	0.00152209	group_10	50.85
13	50925000	0.00413151	group_10	50.925
13	5.1e+07	0.00339898	group_10	51
13	51075000	0.000701508	group_10	51.075
13	51150000	0.0168161	group_10	51.15
13	51225000	0.0314355	group_10	51.225
13	51300000	0.0362481	group_10	51.3
13	51375000	0.0529048	group_10	51.375
13	51450000	0.0598174	group_10	51.45
13	51525000	0.0740532	group_10	51.525
13	51600000	0.04916	group_10	51.6
13	51675000	0.0274048	group_10	51.675
13	51750000	0.0200279	group_10	51.75
13	51825000	0.0147747	group_10	51.825
13	51900000	0.016007	group_10	51.9
13	51975000	0.0416049	group_10	51.975
13	52050000	0.0130516	group_10	52.05
13	52125000	0.00056941	group_10	52.125
13	52200000	-0.00274315	group_10	52.2
13	52275000	0.0145424	group_10	52.275
13	52350000	0.0180535	group_10	52.35
13	52425000	0.00474692	group_10	52.425
13	52500000	0.00141112	group_10	52.5
13	52575000	0.00137236	group_10	52.575
13	52650000	0.00932684	group_10	52.65
13	52725000	0.00622883	group_10	52.725
13	52800000	0.00309157	group_10	52.8
13	52875000	0.00221127	group_10	52.875
13	52950000	-0.00112884	group_10	52.95
13	53025000	0.00299902	group_10	53.025
13	53100000	0.00558634	group_10	53.1
13	53175000	0.00634737	group_10	53.175
13	53250000	0.00778431	group_10	53.25
13	53325000	0.000254392	group_10	53.325
13	53400000	0.00360623	group_10	53.4
13	53475000	0.00615683	group_10	53.475
13	53550000	0.0130228	group_10	53.55
13	53625000	0.0193581	group_10	53.625
13	53700000	0.00935391	group_10	53.7
13	53775000	0.000614755	group_10	53.775
13	53850000	-0.000242568	group_10	53.85
13	53925000	-0.00484351	group_10	53.925
13	5.4e+07	-0.00387641	group_10	54
13	50025000	0.0083837	group_11	50.025
13	50100000	0.00176958	group_11	50.1
13	50175000	-0.000993539	group_11	50.175
13	50250000	0.00108003	group_11	50.25
13	50325000	0.0138124	group_11	50.325
13	50400000	0.0149657	group_11	50.4
13	50475000	0.0169552	group_11	50.475
13	50550000	0.0224035	group_11	50.55
13	50625000	0.0290035	group_11	50.625
13	50700000	0.025649	group_11	50.7
13	50775000	0.0071325	group_11	50.775
13	50850000	0.00784202	group_11	50.85
13	50925000	0.00373794	group_11	50.925
13	5.1e+07	0.0162436	group_11	51
13	51075000	0.0436083	group_11	51.075
13	51150000	0.0309827	group_11	51.15
13	51225000	-0.00356491	group_11	51.225
13	51300000	0.00238804	group_11	51.3
13	51375000	0.0201083	group_11	51.375
13	51450000	0.0154316	group_11	51.45
13	51525000	0.0369986	group_11	51.525
13	51600000	0.0661151	group_11	51.6
13	51675000	0.0990615	group_11	51.675
13	51750000	0.156184	group_11	51.75
13	51825000	0.172153	group_11	51.825
13	51900000	0.151924	group_11	51.9
13	51975000	0.0478306	group_11	51.975
13	52050000	0.00935603	group_11	52.05
13	52125000	0.00370573	group_11	52.125
13	52200000	0.00400257	group_11	52.2
13	52275000	-0.00373247	group_11	52.275
13	52350000	-0.00368738	group_11	52.35
13	52425000	-0.00115236	group_11	52.425
13	52500000	0.00367286	group_11	52.5
13	52575000	-0.000489447	group_11	52.575
13	52650000	0.00680461	group_11	52.65
13	52725000	0.0123027	group_11	52.725
13	52800000	0.00577423	group_11	52.8
13	52875000	0.00311597	group_11	52.875
13	52950000	0.00633673	group_11	52.95
13	53025000	0.000948784	group_11	53.025
13	53100000	0.000983204	group_11	53.1
13	53175000	0.00659786	group_11	53.175
13	53250000	0.00341768	group_11	53.25
13	53325000	0.000481155	group_11	53.325
13	53400000	-0.00405941	group_11	53.4
13	53475000	0.000469203	group_11	53.475
13	53550000	0.0179737	group_11	53.55
13	53625000	0.0165487	group_11	53.625
13	53700000	0.00630218	group_11	53.7
13	53775000	0.00560507	group_11	53.775
13	53850000	0.00619376	group_11	53.85
13	53925000	0.00776821	group_11	53.925
13	5.4e+07	0.011182	group_11	54
